SPEAKER|Marta|f|s
3	parli	parlare	V	V	num=s|per=2|mod=i|ten=p	0	ROOT	io parlo, tu parli, lui/lei/Lei parla, noi parliamo, voi parlate, loro parlano
4	?	?	F	FS	_	3	punc

SPEAKER|Marta|f|s
1	Polacco	polacco	S	S	num=s|gen=m	0	ROOT	polacco/polacchi
2	,	,	F	FF	_	3	punc
3	inglese	inglese	S	S	num=s|gen=m	1	mod
4	,	,	F	FF	_	3	punc
5	francese	francese	S	S	num=s|gen=m	1	mod
6	e	e	C	CC	_	5	con
7	italiano	italiano	S	S	num=s|gen=m	5	conj
8	.	.	F	FS	_	1	punc

SPEAKER|Roberto|m|s
1	Che	che	P	PR	num=n|gen=n	8	mod
2	brava	bravo	A	A	num=s|gen=f	8	mod
3	,	,	F	FF	_	1	punc
4	da	da	E	E	_	2	comp
5	quanto	quanto	B	B	_	6	mod
6	studi	studiare	V	V	num=s|per=2|mod=i|ten=p	4	prep	io studio, tu studi, lui/lei/Lei studia, noi studiamo, voi studiate, loro studiano
7	l'	il	R	RD	num=s|gen=m	8	det
8	italiano	italiano	S	S	num=s|gen=m	0	ROOT
9	?	?	F	FS	_	8	punc

SPEAKER|Marta|f|s
1	Da	da	E	E	_	0	ROOT
2	due	due	N	N	_	3	mod
3	anni	anno	S	S	num=p|gen=m	1	prep
4	,	,	F	FF	_	1	punc
5	e	e	C	CC	_	1	con
6	tu	tu	P	PE	num=s|per=2|gen=n	1	conj
7	?	?	F	FS	_	1	punc

SPEAKER|Marta|f|s
1	Quali	quale	D	DQ	num=p|gen=n	2	mod
2	lingue	lingua	S	S	num=p|gen=f	3	subj
3	parli	parlare	V	V	num=s|per=2|mod=i|ten=p	0	ROOT	io parlo, tu parli, lui/lei/Lei parla, noi parliamo, voi parlate, loro parlano
4	?	?	F	FS	_	3	punc

SPEAKER|Roberto|m|s
1	Io	io	P	PE	num=s|per=1|gen=m	2	subj
2	parlo	parlare	V	V	num=s|per=1|mod=i|ten=p	0	ROOT	io parlo, tu parli, lui/lei/Lei parla, noi parliamo, voi parlate, loro parlano
3	spagnolo	spagnolo	S	S	num=s|gen=m	2	pred
4	,	,	F	FF	_	3	con
5	inglese	inglese	S	S	num=s|gen=m	3	conj
6	e	e	C	CC	_	3	con
7	italiano	italiano	S	S	num=s|gen=m	3	conj
8	.	.	F	FS	_	2	punc

SPEAKER|Roberto|m|s
1	Beh	beh	I	I	_	0	ROOT
2	,	,	F	FF	_	1	punc
3	l'	il	R	RD	num=s|gen=m	4	det
4	italiano	italiano	S	S	num=s|gen=m	1	ROOT
5	non	non	B	BN	_	6	neg
6	molto	molto	B	B	_	7	mod
7	bene	bene	B	B	_	4	mod
8	,	,	F	FF	_	7	punc
9	studio	studiare	V	V	num=s|per=1|mod=i|ten=p	4	conj	io studio, tu studi, lui/lei/Lei studia, noi studiamo, voi studiate, loro studiano
10	l'	il	R	RD	num=s|gen=m	11	det
11	italiano	italiano	S	S	num=s|gen=m	9	mod
12	soltanto	soltanto	B	B	_	13	mod
13	da	da	E	E	_	11	comp
14	un	uno	R	RI	num=s|gen=m	15	det
15	anno	anno	S	S	num=s|gen=m	13	prep
16	.	.	F	FS	_	4	punc
